src/Service/Acme.Sistemas.Services/V1/FeatureFlags/Command/AlterarFeatureFlag,AlterarFeatureFlagCommand,1,0,1,1
src/Service/Acme.Sistemas.Services/V1/FeatureFlags/Command/RecarregarFeatureFlags,RecarregarFeatureFlagsCommand,1,0,1,1
src/Service/Acme.Sistemas.Services/V1/FeatureFlags/Query/ListarFeatureFlags,ListarFeatureFlagsQuery,1,0,1,1
src/Service/Acme.Sistemas.Services/V1/FeatureFlags/Query/ObterFeatureFlag,ObterFeatureFlagQuery,1,0,1,1
src/Service/Acme.Sistemas.Services/V1/Fiscal/Command/AlterarAmbiente,AlterarAmbienteCommand,1,0,0,1
src/Service/Acme.Sistemas.Services/V1/Fiscal/Command/CancelarNFe,CancelarNFeCommand,1,0,0,1
src/Service/Acme.Sistemas.Services/V1/Fiscal/Command/EmitirCCe,EmitirCCeCommand,1,0,0,1
src/Service/Acme.Sistemas.Services/V1/Fiscal/Command/EmitirNFe,EmitirNFeCommand,1,0,0,1
src/Service/Acme.Sistemas.Services/V1/Fiscal/Command/EnviarDanfe,EnviarDanfeCommand,1,0,0,1
src/Service/Acme.Sistemas.Services/V1/Fiscal/Command/ImportarCertificado,ImportarCertificadoCommand,1,0,0,1
src/Service/Acme.Sistemas.Services/V1/FluxoDeCaixa/Command/FecharPeriodo,FecharPeriodoCommand,1,0,0,1
src/Service/Acme.Sistemas.Services/V1/FluxoDeCaixa/Query/ObterFluxo,ObterFluxoQuery,1,0,1,1
src/Service/Acme.Sistemas.Services/V1/Fornecedor/Command/AlterarFornecedor,AlterarFornecedorCommand,1,0,0,1
src/Service/Acme.Sistemas.Services/V1/Fornecedor/Command/CriarFornecedor,CriarFornecedorCommand,1,0,0,1
src/Service/Acme.Sistemas.Services/V1/Fornecedor/Command/ExcluirFornecedor,ExcluirFornecedorCommand,1,0,0,1
src/Service/Acme.Sistemas.Services/V1/Fornecedor/Query/ListarFornecedores,ListarFornecedoresQuery,1,0,0,1
src/Service/Acme.Sistemas.Services/V1/Fornecedor/Query/ObterFornecedor,ObterFornecedorQuery,1,0,0,1
src/Service/Acme.Sistemas.Services/V1/Funcionario/Command/AlterarFuncionario,AlterarFuncionarioCommand,1,0,0,1
src/Service/Acme.Sistemas.Services/V1/Funcionario/Command/CriarFuncionario,CriarFuncionarioCommand,1,0,0,1
src/Service/Acme.Sistemas.Services/V1/Funcionario/Command/ExcluirFuncionario,ExcluirFuncionarioCommand,1,0,0,1
src/Service/Acme.Sistemas.Services/V1/Funcionario/Query/ListarFuncionarios,ListarFuncionariosQuery,1,0,0,1
src/Service/Acme.Sistemas.Services/V1/Inventario/Command/AbrirInventario,AbrirInventarioCommand,1,0,0,1
src/Service/Acme.Sistemas.Services/V1/Inventario/Command/FecharInventario,FecharInventarioCommand,1,0,0,1
src/Service/Acme.Sistemas.Services/V1/Orcamento/Command/CriarOrcamento,CriarOrcamentoCommand,1,0,0,1
src/Service/Acme.Sistemas.Services/V1/Orcamento/Query/ListarOrcamentos,ListarOrcamentosQuery,1,0,0,0
src/Service/Acme.Sistemas.Services/V1/PedidoCompra/Command/CriarPedidoCompra,CriarPedidoCompraCommand,1,0,0,1
src/Service/Acme.Sistemas.Services/V1/PedidoCompra/Command/EnviarFornecedor,EnviarFornecedorCommand,1,0,0,1
src/Service/Acme.Sistemas.Services/V1/PedidoVenda/Command/ConfirmarPedidoVenda,ConfirmarPedidoVendaCommand,1,0,0,1
src/Service/Acme.Sistemas.Services/V1/PedidoVenda/Command/CriarPedidoVenda,CriarPedidoVendaCommand,1,0,0,1
src/Service/Acme.Sistemas.Services/V1/PlanoDeContas/Command/AlterarPlanoDeContas,AlterarPlanoDeContasCommand,1,0,0,1
src/Service/Acme.Sistemas.Services/V1/PlanoDeContas/Command/CriarPlanoDeContas,CriarPlanoDeContasCommand,1,0,0,1
src/Service/Acme.Sistemas.Services/V1/PlanoDeContas/Command/ExcluirPlanoDeContas,ExcluirPlanoDeContasCommand,1,0,0,1
src/Service/Acme.Sistemas.Services/V1/PlanoDeContas/Query/ListarPlanoDeContas,ListarPlanoDeContasQuery,1,0,0,0
src/Service/Acme.Sistemas.Services/V1/Produto/Command/AlterarProduto,AlterarProdutoCommand,1,0,0,1
src/Service/Acme.Sistemas.Services/V1/Produto/Command/CriarProduto,CriarProdutoCommand,1,0,0,1
src/Service/Acme.Sistemas.Services/V1/Produto/Command/DefinirPreco,DefinirPrecoProdutoCommand,1,0,0,1
src/Service/Acme.Sistemas.Services/V1/Produto/Command/ExcluirProduto,ExcluirProdutoCommand,1,0,0,1
src/Service/Acme.Sistemas.Services/V1/Produto/Query/ListarProdutos,ListarProdutosQuery,1,0,0,1
src/Service/Acme.Sistemas.Services/V1/Produto/Query/ObterProduto,ObterProdutoQuery,1,0,0,1
src/Service/Acme.Sistemas.Services/V1/RecebimentoCompra/Command/RegistrarRecebimento,RegistrarRecebimentoCommand,1,0,0,1
src/Service/Acme.Sistemas.Services/V1/RecebimentoCompra/Command/VincularNFe,VincularNFeCommand,1,0,0,1
src/Service/Acme.Sistemas.Services/V1/Receita/Command/AlterarReceita,AlterarReceitaCommand,1,0,0,1
src/Service/Acme.Sistemas.Services/V1/Receita/Command/CriarReceita,CriarReceitaCommand,1,0,0,1
src/Service/Acme.Sistemas.Services/V1/Receita/Command/ExcluirReceita,ExcluirReceitaCommand,1,0,0,1
src/Service/Acme.Sistemas.Services/V1/Receita/Command/ReceberReceita,ReceberReceitaCommand,1,0,0,1
src/Service/Acme.Sistemas.Services/V1/Receita/Query/ListarReceitas,ListarReceitasQuery,1,0,1,1
src/Service/Acme.Sistemas.Services/V1/Receita/Query/ObterReceita,ObterReceitaQuery,1,0,1,1
src/Service/Acme.Sistemas.Services/V1/Relatorios/Aging,AgingQuery,1,0,0,1
src/Service/Acme.Sistemas.Services/V1/Relatorios/Financeiro/Balanco,GerarBalancoQuery,1,0,0,1
src/Service/Acme.Sistemas.Services/V1/Relatorios/Financeiro/DRE,GerarDREQuery,1,0,0,1
src/Service/Acme.Sistemas.Services/V1/Relatorios/PosicaoEstoque,PosicaoEstoqueQuery,1,0,0,0
src/Service/Acme.Sistemas.Services/V1/Relatorios/Vendas,RelatorioVendasQuery,1,0,0,1
src/Service/Acme.Sistemas.Services/V1/Roles/Command/AtribuirPermissaoARole,AtribuirPermissaoARoleCommand,1,0,0,0
src/Service/Acme.Sistemas.Services/V1/Roles/Command/AtribuirRoleAUsuario,AtribuirRoleAUsuarioCommand,1,0,0,0
src/Service/Acme.Sistemas.Services/V1/Roles/Command/CriarRole,CriarRoleCommand,1,0,0,1
src/Service/Acme.Sistemas.Services/V1/Roles/Query/ListarPermissoes,ListarPermissoesQuery,1,0,0,0
src/Service/Acme.Sistemas.Services/V1/Roles/Query/ListarRoles,ListarRolesQuery,1,0,0,0
src/Service/Acme.Sistemas.Services/V1/SolicitacaoCompra/Command/AprovarSolicitacao,AprovarSolicitacaoCommand,1,0,0,1
src/Service/Acme.Sistemas.Services/V1/SolicitacaoCompra/Command/CriarSolicitacao,CriarSolicitacaoCommand,1,0,0,1
src/Service/Acme.Sistemas.Services/V1/SolicitacaoCompra/Command/EnviarParaAprovacao,EnviarParaAprovacaoCommand,1,0,0,1
src/Service/Acme.Sistemas.Services/V1/SolicitacaoCompra/Command/RejeitarSolicitacao,RejeitarSolicitacaoCommand,1,0,0,1
src/Service/Acme.Sistemas.Services/V1/SolicitacaoCompra/Query/ListarSolicitacoes,ListarSolicitacoesQuery,1,0,0,1
src/Service/Acme.Sistemas.Services/V1/SolicitacaoCompra/Query/ObterSolicitacao,ObterSolicitacaoQuery,1,0,0,1
src/Service/Acme.Sistemas.Services/V1/Tenant/Command/AlterarTenant,AlterarTenantCommand,1,0,0,1
src/Service/Acme.Sistemas.Services/V1/Tenant/Command/CriarTenant,CriarTenantCommand,1,0,1,1
src/Service/Acme.Sistemas.Services/V1/Tenant/Command/ExcluirTenant,ExcluirTenantCommand,1,0,0,1
src/Service/Acme.Sistemas.Services/V1/Tenant/Query/ListarTenants,ListarTenantsQuery,1,0,1,1
src/Service/Acme.Sistemas.Services/V1/Tenant/Query/ObterTenant,ObterTenantQuery,1,0,1,1
src/Service/Acme.Sistemas.Services/V1/TipoProduto/Command/CriarTipoProduto,CriarTipoProdutoCommand,1,0,0,1
src/Service/Acme.Sistemas.Services/V1/TipoProduto/Query/ListarTiposProduto,ListarTiposProdutoQuery,1,0,0,0
src/Service/Acme.Sistemas.Services/V1/TipoValorProduto/Command/CriarTipoValorProduto,CriarTipoValorProdutoCommand,1,0,0,1
src/Service/Acme.Sistemas.Services/V1/TipoValorProduto/Query/ListarTiposValorProduto,ListarTiposValorProdutoQuery,1,0,0,0
src/Service/Acme.Sistemas.Services/V1/Usuario/Command/AlterarUsuario,AlterarUsuarioCommand,1,0,0,1
src/Service/Acme.Sistemas.Services/V1/Usuario/Command/CriarUsuario,CriarUsuarioCommand,1,0,0,1
src/Service/Acme.Sistemas.Services/V1/Usuario/Command/ExcluirUsuario,ExcluirUsuarioCommand,1,0,0,1
src/Service/Acme.Sistemas.Services/V1/Usuario/Query/ListarUsuarios,ListarUsuariosQuery,1,0,1,1
src/Service/Acme.Sistemas.Services/V1/Usuario/Query/ObterUsuario,ObterUsuarioQuery,1,0,1,1
